cc_time,cc_obj,srad_time,srad_obj
3.2528623652234216,13548.410844041355,0.767742311282281,9745.901604708526
5.425539038562553,11886.02509918148,1.7541672637009595,10232.081747554452
9.124611578686842,10510.33024930809,2.3114919370421148,10300.31216663616
13.18306057838673,9308.849340099367,2.9201686333907144,10249.618552963606
15.776395451714887,8248.68696900004,4.024509903319013,8926.997742899359
19.279062082553576,7310.849324971863,4.934699440349348,8699.147052152815
22.98472256330616,6480.624332649304,5.90003994713236,7487.8300167355455
25.738890335937526,5745.491569326351,6.640751404810379,7395.6001819938965
29.046214220811965,5094.497523858108,7.325047625796499,6381.903148182665
32.281460565844455,4517.981403679131,8.361516614503392,6270.301071083152
34.1893156522889,4007.401676293259,8.91184802721611,5584.766367814504
37.031241566574565,3555.200578943898,9.738345388070574,5049.318140388596
40.37599760716182,3154.6890558923083,10.265026502143726,4813.84085489274
42.59706992692944,2799.9462741717275,11.035089079290032,4423.55498523668
44.94591392627249,2485.731088905376,11.746330770801533,4194.795566950628
48.745454768669624,2207.4038179119707,12.321899907142676,3797.9762565688334
51.34400795919494,1960.8570623050139,13.210580652717145,3565.96172455578
55.449580142662946,1742.4545078358246,14.379323096553312,3146.369589183678
58.89495561730553,1548.9767795273842,15.363087930217501,2996.491486800709
65.2652255984148,1377.5735335732504,15.927621179877303,2659.7126201834044
69.7349843759303,1225.7210660593398,16.701199484752134,2519.4575364746756
78.38859260915149,1091.1848017389702,17.625644386403142,2279.182700795335
83.84685110797997,971.9860998281912,18.692838038930656,2122.192264711365
90.69522894834326,866.3728789114444,19.128701106739555,2013.374584960538
94.79158407755561,772.7936206057079,20.125860646829107,1897.3023692219128
97.84449755538795,689.87436251647,20.808050339881305,1751.4851567309245
101.50321563455188,616.3983360100427,21.73451599119786,1615.0041809149507
105.32387987844255,551.2879441088156,22.401049253437627,1546.4945621626346
108.13774313276568,493.5888099938009,23.28073789484834,1360.4574983103423
111.28058093121471,442.4556577064461,24.063433650717702,1287.2351977752924
114.82426984926076,397.13981415101233,24.825717447939144,1181.789565967668
118.10485950395002,356.9781458270767,25.575102121081432,1118.5853481752754
121.26409211667907,321.38326523752465,26.415675387757723,1002.0221438485478
124.31636931350225,289.8348609465419,27.615948324626984,946.5639048459811
130.44722380394,261.8720220926852,28.344935998983438,857.5420238638277
133.3226318258537,237.08644304861454,29.071266762248065,803.6101822564245
136.2515183290375,215.11640708657802,29.99638685799161,742.8149846054406
140.82050567200292,195.64145955616027,30.676834674309085,680.4915622328843
143.2147756833516,178.37769138401686,31.619176160513376,627.970338882104
146.11686971542161,163.07356281978977,32.622634564359956,626.3293685976976
148.9242988895098,149.50620541554179,33.10765580162847,545.6612697622232
153.98428808723972,137.47814735946352,33.721065197718524,519.366622212245
158.50421967895934,126.81441359564927,34.51202142746265,493.7902194956295
161.37764241218142,117.35995774547884,35.67247458576389,465.19035221403084
164.55623434492293,108.97738778655089,36.28798250164642,418.72360458573297
167.16815165569682,101.54495181648225,37.388776637658005,391.31849916175577
177.23140146924214,94.95475409688432,38.02044289108336,356.9289656896887
180.7577694691382,89.11117499557278,39.04558398688512,339.6099665377605
184.34783458168377,83.9294714738872,39.686759354509235,308.0446236647242
187.0061970075819,79.33453744635237,40.45707436212336,282.7413935925565
190.39581966043124,75.25980571198292,41.352285487091606,278.96650637765487
193.0372124170091,71.64627525582107,42.01342796133858,251.57478358527578
195.51334279616475,68.44164957728363,42.70369626176381,231.89010214999166
199.56142610007203,65.59957334633935,44.69050462045774,224.33481772771069
201.4789344436292,63.07895614404981,45.220622237763685,209.77290766196504
203.87858532919367,60.843373332351696,45.72607564419779,197.07707940328712
207.1981039383536,58.8605352383465,46.71053602984018,180.6081381019617
211.2316958748837,57.101816847858906,47.12578616210625,169.69002646833334
213.95890133782152,55.541841096649605,48.38299802070898,160.53295517562327
218.5674699160721,54.15810963877866,49.4520632217791,149.8024135901495
223.4280030993973,52.930675671976196,50.54499271713652,145.401064198486
228.32532768919248,51.8418540199312,50.99875498383433,135.15493283596265
231.61720179148332,50.875964220383445,51.76988277539306,129.55839515353472
234.9225049650991,50.01910285395709,52.23061126057804,124.86574535814927
237.65404699963455,49.258941779045884,52.92207105316029,117.49839998210862
242.39879009483303,48.58454931912639,53.873505054948915,112.24855894288363
245.89632666932954,47.98623178631535,54.897888081296,106.90887141720387
250.1878346112025,47.455393023785376,55.84484930285951,100.44665456935226
253.28973277462762,46.984409914265115,56.808070414274205,95.64197441642759
258.8124909343147,46.566522036178526,57.76339579855948,92.49012906707114
261.63460070788796,46.19573385650168,58.52802949876504,87.03721701590382
266.81967188414205,45.86672803321407,59.58170733838584,84.21405004379314
269.98336032131107,45.57478856299834,60.63767848343005,80.44568199322637
275.8764231108859,45.3157326540225,61.44707093714123,77.8535550770901
279.9834694447418,45.08585033133848,62.48316475446223,74.77562265543209
285.67420606264136,44.88185089554649,64.15004626452729,71.68020656821243
289.8028615936555,44.700815455570556,64.65798511175684,70.558773457639
294.20925940276453,44.54015484514626,65.37771330848646,68.15968005226216
302.24269142623456,44.39757231124948,66.17866054567908,66.81328710765693
305.74496964917734,44.27103043234558,66.65742561732321,63.66038447924329
312.1600008667782,44.15872178604803,67.88945989351001,63.58522623697023
315.370140022541,44.05904294044338,68.77282808748701,61.539737517783344
319.08286723653663,43.970571391776375,69.40710910391358,59.948156030420165
323.85813593059663,43.89204511410209,70.60419551860893,58.685184917961024
327.22694244226835,43.82234442453699,71.41326769411563,57.881551221895236
330.34025536807087,43.76047590143215,72.43882991319005,56.30669616821928
332.96267051714034,43.705558122645414,73.33891445098766,55.7272032330086
335.97284937687067,43.656809017544035,73.96809212572515,54.24723508993794
338.87728267583003,43.61353464981209,75.04352075870963,53.872411125997694
343.6324142033517,43.575119268911315,76.33376409412504,52.613388812174094
346.1874909915887,43.54101648645438,77.01786983546329,51.93693701942727
348.7733114255047,43.5107414500669,77.54858697783361,51.239676630893605
352.13197729724345,43.48386390177388,78.14565971959526,50.691884674048694
357.0209751520542,43.46000202076344,79.20843466124359,49.96211853021123
360.42764390312476,43.438816961740436,79.82560383336372,49.37549994218657
362.57887047258134,43.420008010150724,80.45276330229147,48.79747629052027
367.1987055574524,43.40330828448172,81.53448471521268,48.18774070004866
372.15248001192697,43.38848092375607,82.77405746328593,48.08621331251332
375.5579444419854,43.375315705347774,83.70880366426312,47.605885676405705
379.29330399045494,43.363626044466,85.0599199147015,47.21679735025501
